_id,transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name
13465,2024-04-15,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,97
13466,2024-04-15,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A
13467,2024-04-15,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,KADIKOY,34A
13468,2024-04-15,00,1,OTOYOL,CEVIZLIBAG-4.LEVENT,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,500L
13469,2024-04-15,00,1,OTOYOL,BEYKOZ-MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,121A
13470,2024-04-15,00,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,KUCUKCEKMECE,79Y
13471,2024-04-15,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,98
13472,2024-04-15,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,3,3,TAM,Tam Kontur,PENDIK,18Ãœ
13473,2024-04-15,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,4,3,TAM,Tam Kontur,FATIH,89C
13474,2024-04-15,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,12,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,146
13475,2024-04-15,00,1,OTOYOL,KADIKOY-ESENSEHIR,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,14ES
13476,2024-04-15,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,93T
13477,2024-04-15,00,1,OTOYOL,CEBECI - TAKSIM,Normal,7,7,INDIRIMLI1,Indirimli Abonman,ATASEHIR,36T
13478,2024-04-15,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,T1
13479,2024-04-15,00,1,OTOYOL,ORTAKOY-KABATAS - YENIKAPI,Normal,23,23,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,30D
13480,2024-04-15,00,1,OTOYOL,AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,41AT
13481,2024-04-15,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,429A
13482,2024-04-15,00,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,522B
13483,2024-04-15,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,522ST
13484,2024-04-15,00,2,RAYLI,EMINONU-ALIBEYKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T5
13485,2024-04-15,00,2,RAYLI,KABATAS-BAGCILAR,Normal,2,2,TAM,Tam Kontur,BEYOGLU,T1
13486,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,SISLI,34
13487,2024-04-15,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,146
13488,2024-04-15,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,3,2,TAM,Tam Kontur,BAKIRKOY,146T
13489,2024-04-15,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,30M
13490,2024-04-15,00,1,OTOYOL,GULTEPE - SISLI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,65G
13491,2024-04-15,00,1,OTOYOL,MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,H-6
13492,2024-04-15,00,1,OTOYOL,KADIKOY-ESENSEHIR,Normal,4,4,TAM,Tam Abonman,BAKIRKOY,14ES
13493,2024-04-15,00,2,RAYLI,KABATAS-BAGCILAR,Normal,2,2,UCRETSIZ,Ucretsiz,FATIH,T1
13494,2024-04-15,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,11ÃœS
13495,2024-04-15,00,1,OTOYOL,SEYRANTEPE - TOPKAPI,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,41ST
13496,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI. - SISLI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KARTAL,49G
13497,2024-04-15,00,1,OTOYOL,KADIKOY-PENDIK,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,KARTAL,17
13498,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,BESIKTAS,34
13499,2024-04-15,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,KUCUKCEKMECE,89C
13500,2024-04-15,00,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,2,2,TAM,Tam Kontur,ATASEHIR,150
13501,2024-04-15,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Aktarma,4,4,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,14R
13502,2024-04-15,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1
13503,2024-04-15,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,11ÃœS
13504,2024-04-15,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,34A
13505,2024-04-15,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,98
13506,2024-04-15,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,559C
13507,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,40T
13508,2024-04-15,00,1,OTOYOL,KADIKOY-PENDIK,Normal,8,8,INDIRIMLI1,Indirimli Abonman,KARTAL,17
13509,2024-04-15,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,3,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,KM24
13510,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAYRAMPASA,T4
13511,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,14
13512,2024-04-15,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,4,3,TAM,Tam Kontur,BAKIRKOY,93T
13513,2024-04-15,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,448
13514,2024-04-15,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,19F
13515,2024-04-15,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,146
13516,2024-04-15,00,1,OTOYOL,HACIOSMAN METRO-KOCTAS,Normal,1,1,TAM,Tam Abonman,KARTAL,HM1
13517,2024-04-15,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,146
13518,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI,Normal,10,8,TAM,Tam Kontur,BAKIRKOY,319
13519,2024-04-15,00,1,OTOYOL,MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,Normal,2,2,INDIRIMLI2,Tam Kontur,ATASEHIR,H-6
13520,2024-04-15,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,19EK
13521,2024-04-15,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,76D
13522,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,29D
13523,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,FATIH,M2
13524,2024-04-15,00,1,OTOYOL,GURPINARâ€“ AVCILAR METROBUS,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,458
13525,2024-04-15,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,147
13526,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T4
13527,2024-04-15,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,3,2,TAM,Tam Kontur,FATIH,M1
13528,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,34
13529,2024-04-15,00,1,OTOYOL,USKUDAR-BEYKOZ,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,15
13530,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,319
13531,2024-04-15,00,2,RAYLI,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ARNAVUTKOY,TCDD-GH
13532,2024-04-15,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,KUCUKCEKMECE,146T
13533,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,SARIYER,14
13534,2024-04-15,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,2,2,UCRETSIZ,Ucretsiz,PENDIK,18Ãœ
13535,2024-04-15,00,1,OTOYOL,MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ATASEHIR,H-6
13536,2024-04-15,00,1,OTOYOL,GUNESLI-MECIDIYEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,97M
13537,2024-04-15,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,E-10
13538,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,AVCILAR,34
13539,2024-04-15,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,36L
13540,2024-04-15,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,19EK
13541,2024-04-15,00,1,OTOYOL,KADIKOY-MARMARA EGT.ARS.HAST-KURTKOY,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,16KH
13542,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,29D
13543,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,14
13544,2024-04-15,00,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,17
13545,2024-04-15,00,1,OTOYOL,S.GOKCEN HAVA ALANI-UYDUKENT-4.LEVENT METRO,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,E-3
13546,2024-04-15,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,M1
13547,2024-04-15,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,1,1,TAM,Tam Abonman,PENDIK,18Ãœ
13548,2024-04-15,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,14A
13549,2024-04-15,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,7,7,TAM,Tam Kontur,BAKIRKOY,429A
13550,2024-04-15,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,147
13551,2024-04-15,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,97
13552,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SARIYER,14
13553,2024-04-15,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,19F
13554,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,M2
13555,2024-04-15,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Normal,8,8,UCRETSIZ,Ucretsiz,BAKIRKOY,19EK
13556,2024-04-15,00,1,OTOYOL,TASDELEN-IMES-UMRANIYE-BEREKET SITESI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,131T
13557,2024-04-15,00,1,OTOYOL,S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,ATASEHIR,16S
13558,2024-04-15,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,49
13559,2024-04-15,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,30M
13560,2024-04-15,00,1,OTOYOL,SEYRANTEPE - TOPKAPI,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,41ST
13561,2024-04-15,00,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,98S
13562,2024-04-15,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,8,5,INDIRIMLI1,Tam Kontur,BAKIRKOY,E-10
13563,2024-04-15,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,522
13564,2024-04-15,00,1,OTOYOL,GIYIMKENT-TURGUT REIS-BAKIRKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,KUCUKCEKMECE,98G
13565,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,2,2,TAM,Tam Abonman,SARIYER,14
13566,2024-04-15,00,1,OTOYOL,USKUDAR-KIRAZLITEPE-FERAH MAH.,Normal,3,3,TAM,Tam Kontur,SANCAKTEPE,15C
13567,2024-04-15,00,2,RAYLI,KABATAS-BAGCILAR,Normal,7,7,TAM,Tam Kontur,FATIH,T1
13568,2024-04-15,00,1,OTOYOL,GAZIOSMANPASA -TAKSIM,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,55T
13569,2024-04-15,00,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3
13570,2024-04-15,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,500T
13571,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI MAHALLESI,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,19
13572,2024-04-15,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,36L
13573,2024-04-15,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,93T
13574,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,23,23,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,38B
13575,2024-04-15,00,1,OTOYOL,KADIKOY-ESENSEHIR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,14ES
13576,2024-04-15,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,2,2,TAM,Tam Kontur,KUCUKCEKMECE,146T
13577,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,12,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,29D
13578,2024-04-15,00,1,OTOYOL,BAHCEKOY-TAKSIM,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,42T
13579,2024-04-15,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Normal,6,6,TAM,Tam Kontur,BAKIRKOY,14R
13580,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,38B
13581,2024-04-15,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,448
13582,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,19S
13583,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,5,5,TAM,Tam Kontur,PENDIK,19S
13584,2024-04-15,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,10,10,TAM,Tam Kontur,EYUPSULTAN,147
13585,2024-04-15,00,1,OTOYOL,SABIHA GOKCEN HAVALIMANI - KADIKOY,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,SG-1
13586,2024-04-15,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,TAM,Tam Kontur,BAYRAMPASA,M1
13587,2024-04-15,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,429A
13588,2024-04-15,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,15B
13589,2024-04-15,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,15BK
13590,2024-04-15,00,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,79Y
13591,2024-04-15,00,1,OTOYOL,SULTANBEYLI - KADIKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,ATASEHIR,18D
13592,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,34
13593,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,19S
13594,2024-04-15,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,522ST
13595,2024-04-15,00,1,OTOYOL,GULTEPE - SISLI,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,65G
13596,2024-04-15,00,1,OTOYOL,USKUDAR-YENI MAHALLE,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,15Y
13597,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,2,2,TAM,Tam Kontur,ZEYTINBURNU,T4
13598,2024-04-15,00,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,BN1
13599,2024-04-15,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,146
13600,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,5,5,TAM,Tam Abonman,BAKIRKOY,38B
13601,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,18,18,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,19S
13602,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,SULTANGAZI,T4
13603,2024-04-15,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,448
13604,2024-04-15,00,1,OTOYOL,GIYIMKENT-TURGUT REIS-BAKIRKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,KUCUKCEKMECE,98G
13605,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,40T
13606,2024-04-15,00,3,DENÄ°Z,KARAKOY-Y.KADIKOY,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,KARAKOY-Y.KDK
13607,2024-04-15,00,1,OTOYOL,HADIMKOY- I.U AVCILAR KAMPUS,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,418
13608,2024-04-15,00,2,RAYLI,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Kontur,FATIH,T5
13609,2024-04-15,00,1,OTOYOL,BAHCEKOY-TAKSIM,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,42T
13610,2024-04-15,00,1,OTOYOL,CEBECI - TAKSIM,Aktarma,1,1,UCRETSIZ,Tam Aktarma,KARTAL,36T
13611,2024-04-15,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,130Åž
13612,2024-04-15,00,1,OTOYOL,HACIOSMAN METRO-SARIYER,Normal,4,4,INDIRIMLI1,Indirimli Abonman,ATASEHIR,25S1
13613,2024-04-15,00,1,OTOYOL,GUNESLI - BEYAZIT,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,97
13614,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,SISLI,M2
13615,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T4
13616,2024-04-15,00,1,OTOYOL,BASAKSEHIR METROKENT - BAKIRKOY,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,98H
13617,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,319
13618,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,319
13619,2024-04-15,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,6,6,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,19F
13620,2024-04-15,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,17,16,TAM,Tam Kontur,BAKIRKOY,13
13621,2024-04-15,00,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,GUNGOREN,M1
13622,2024-04-15,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,142
13623,2024-04-15,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,6,6,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,146T
13624,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,3,3,TAM,Tam Kontur,FATIH,M2
13625,2024-04-15,00,1,OTOYOL,SEYRANTEPE - TOPKAPI,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,41ST
13626,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,BAHCELIEVLER,34
13627,2024-04-15,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,10,10,TAM,Tam Kontur,BAKIRKOY,500T
13628,2024-04-15,00,1,OTOYOL,ZUMRUTEVLER - HUZUREVI-MALTEPE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ATASEHIR,KM43
13629,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,34
13630,2024-04-15,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,5,5,INDIRIMLI1,Indirimli Abonman,PENDIK,18Ãœ
13631,2024-04-15,00,1,OTOYOL,AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,41AT
13632,2024-04-15,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,BEYOGLU,T1
13633,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI MAHALLESI,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,19
13634,2024-04-15,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,19F
13635,2024-04-15,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14R
13636,2024-04-15,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,8,6,TAM,Tam Kontur,BAKIRKOY,559C
13637,2024-04-15,00,1,OTOYOL,GAZIOSMANPASA -TAKSIM,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,55T
13638,2024-04-15,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,146
